瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 捞浇痢柯档(∑C),乞闭 惑措嚼档(%),乞闭 刘扁拘(hPa),乞闭 泅瘤扁拘(hPa),乞闭 秦搁扁拘(hPa),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2)
156,堡林,2017-11-15,7.6,4.3,12.3,0,1.3,-0.9,55.6,5.8,1013.6,1022.5,7.1,10.43
156,堡林,2017-11-16,6.4,2.7,12.1,,1.2,-2.8,53.9,5,1015.7,1024.7,9.3,14.07
156,堡林,2017-11-17,8.8,1.9,14.5,0,0.6,-1.6,50.1,5.5,1010.6,1019.5,4.3,9.16
156,堡林,2017-11-18,3.2,0.3,10.8,,3.3,-6.8,49.3,3.9,1013.6,1022.6,9.3,14.49
156,堡林,2017-11-19,3.3,-0.8,8,,2.1,-7.3,46.9,3.6,1018.4,1027.5,5.9,11.49
156,堡林,2017-11-20,6,1.9,10.8,,1,-2.7,54.6,5,1017.9,1026.9,8.3,12.57
156,堡林,2017-11-21,6.3,2,11.4,,1.2,-0.3,64.3,6,1017.6,1026.6,9.1,13.2
156,堡林,2017-11-22,7.3,3.5,13,0,1.2,1.6,67.6,6.9,1010.9,1019.8,1.1,6.15
156,堡林,2017-11-23,4.6,2.3,8.5,0.5,1.6,-1.4,65.8,5.5,1013.4,1022.4,4.9,8.82
156,堡林,2017-11-24,5,1.7,10.6,0,2,-2.2,62.4,5.3,1016.7,1025.7,5.9,9.51
156,堡林,2017-11-25,6.6,-0.3,13.7,,1.8,1.5,72.3,6.9,1017.6,1026.6,7.9,11.89
156,堡林,2017-11-26,8.2,4,16.3,,0.8,3.5,74.4,7.9,1015.4,1024.3,7.2,9.51
156,堡林,2017-11-27,6,0.3,12.5,,1,0.4,68.6,6.3,1017.1,1026.1,8.8,11.37
156,堡林,2017-11-28,9.3,2.7,15.3,0,0.7,6.1,81.8,9.5,1014.1,1023,1.8,6.56
156,堡林,2017-11-29,8.8,4.8,11.9,,1.5,-0.6,56,6.5,1015.6,1024.4,1.5,6.01
156,堡林,2017-11-30,3.1,-0.2,8.1,,2.8,-11.9,33.8,2.5,1018.4,1027.5,7.7,11.88
156,堡林,2017-12-01,1.9,-0.8,6.8,,2.8,-12.1,38.1,2.5,1021.7,1030.9,9.2,13.28
156,堡林,2017-12-02,2.6,-2.1,8.1,,0.6,-4.8,58.5,4.4,1019.9,1029.1,3.5,6.96
156,堡林,2017-12-03,6.3,-0.3,13.6,,0.7,0.7,69.5,6.5,1015.5,1024.5,6.8,10.67
156,堡林,2017-12-04,3.2,-1.5,6.7,0.3,1.8,-0.8,76.1,5.9,1014,1023.1,2.4,6.47
156,堡林,2017-12-05,-0.3,-3.6,4,0,2.1,-7.7,59.1,3.5,1014.2,1023.4,6.6,10.35
156,堡林,2017-12-06,3.3,-3.3,9.5,,0.9,-3.8,61,4.7,1015.1,1024.2,7.3,11.22
156,堡林,2017-12-07,3.7,0.4,8.5,0.4,1,0,77.8,6.2,1013.5,1022.6,2.2,5.83
156,堡林,2017-12-08,0.2,-1.8,4,0,1.6,-4.6,70.4,4.4,1015.4,1024.6,4.9,10.34
156,堡林,2017-12-09,1.9,-1.7,5.4,,0.4,-3,70.1,5,1012.2,1021.3,0.3,3.83
156,堡林,2017-12-10,4.8,1.6,9.6,2.7,1.4,1.4,79.6,6.9,1007.6,1016.6,3.3,6.65
156,堡林,2017-12-11,0,-2.2,4.2,0,2,-5.6,66.8,4.1,1014.8,1024,3.3,7.32
156,堡林,2017-12-12,-3.3,-5.5,1.1,0,3,-10.4,58.8,2.8,1020.4,1029.8,6.9,10.6
156,堡林,2017-12-13,-2.5,-5,1.6,,2.3,-11.8,49.3,2.5,1022.5,1031.8,7.9,11.72
156,堡林,2017-12-14,-0.9,-7.2,4.7,,1.1,-14.2,38.6,2.1,1021.8,1031.1,3.6,8.39
156,堡林,2017-12-15,1.5,-3.7,7.1,,0.8,-9.8,46.1,3,1017.9,1027,5.5,9.35
156,堡林,2017-12-16,-0.4,-3.8,3.2,1,1.9,-5.4,71.1,4.2,1018,1027.3,4.8,8.89
156,堡林,2017-12-17,-2.2,-6,2.2,0.4,1.8,-7.9,65.8,3.4,1021.8,1031.2,7.5,10.35
156,堡林,2017-12-18,1.6,-4.5,7.4,0,1.2,-2.4,75.5,5.3,1020.2,1029.4,4.8,8.72
156,堡林,2017-12-19,0.7,-2.1,3.9,0,1.7,-5.1,66.3,4.3,1022.5,1031.7,5.2,8.38
156,堡林,2017-12-20,1.6,-3,7,0.8,1.3,-4.8,65,4.4,1022.9,1032.1,7.9,11.37
156,堡林,2017-12-21,2.2,-0.5,7,0,1,-3.3,71.1,5,1022.5,1031.7,7.5,11.68
156,堡林,2017-12-22,3.2,-2.3,9.4,,0.6,-2.3,68.5,5.2,1018.9,1028,6.3,9.67
156,堡林,2017-12-23,5.8,-0.5,13,,0.6,1.6,75.9,6.9,1015.1,1024.1,7.3,10.35
156,堡林,2017-12-24,6.8,4.1,12.2,22.5,1.9,4.4,85.4,8.5,1005.6,1014.5,1,3.84
156,堡林,2017-12-25,2.1,0,4.6,0,2.2,-6.4,54,3.8,1014.9,1024,8.7,12.51
156,堡林,2017-12-26,1.1,-1.2,6.4,0.2,1.7,-4.4,68.4,4.6,1017.3,1026.5,6.4,7.85
156,堡林,2017-12-27,-1.4,-5,2.7,,2.1,-12.6,43.8,2.3,1020.9,1030.2,8.2,12.14
156,堡林,2017-12-28,0.8,-4.4,5.7,,2.1,-8.7,49.9,3.3,1020.4,1029.6,0.3,7.02
156,堡林,2017-12-29,4.4,0.4,8.3,,0.7,-0.4,70.9,6.1,1018.7,1027.8,0.1,5.11
156,堡林,2017-12-30,5.9,3.2,8,0.2,1.3,0.7,70.8,6.5,1016,1025,1.5,5.38
156,堡林,2017-12-31,4.1,1.8,7.7,0,1.7,-3.6,58.3,4.8,1015.2,1024.2,6.1,9.57
156,堡林,2018-01-01,2.3,-1,7.1,,1.6,-6.7,52.6,3.7,1019.1,1028.3,8.9,12.02
156,堡林,2018-01-02,2.2,-2.9,8.4,,0.9,-3.4,67,4.8,1020,1029.2,4.9,8.54
156,堡林,2018-01-03,0.2,-2.5,3.8,,1.7,-8.5,52.6,3.2,1021.5,1030.7,8.9,12.36
156,堡林,2018-01-04,-0.6,-2.3,2.1,,1.3,-8.8,54.5,3.2,1017.5,1026.7,0.7,6.91
156,堡林,2018-01-05,1.4,-1.2,5.2,,1.3,-5.8,58.9,4,1012.5,1021.7,4.3,8.25
156,堡林,2018-01-06,2.3,-1.3,7.2,,1.4,-6.1,55.5,3.9,1014.8,1023.9,8.8,12.75
156,堡林,2018-01-07,2.6,-2.2,6.9,2.7,1,-2.6,70.4,5.2,1011.7,1020.7,0.5,4.67
156,堡林,2018-01-08,3.6,2.2,5.4,2.1,1.2,2.3,91.9,7.3,1003.3,1012.3,0,3.53
156,堡林,2018-01-09,-0.1,-1.9,2.9,3,2,-1.7,88.4,5.4,1007.1,1016.2,1.4,4.59
156,堡林,2018-01-10,-3.1,-5,0.1,7.3,1.2,-3.7,95.5,4.7,1010.4,1019.6,0.2,1.5
156,堡林,2018-01-11,-6,-8.6,-2.3,0.9,1.5,-8.7,81.8,3.2,1018,1027.4,4.8,2.27
156,堡林,2018-01-12,-6.4,-10.2,-1.9,0,1.7,-11,70.3,2.6,1022.7,1032.2,7.3,4.85
156,堡林,2018-01-13,-1.9,-7.2,4.7,0,0.6,-5.4,77.6,4.2,1023.8,1033.2,6.6,9.34
156,堡林,2018-01-14,1.3,-4.2,8.5,,0.7,-1.8,81.8,5.4,1020.7,1029.8,4.5,9.8
156,堡林,2018-01-15,5.3,1.3,11.4,,0.8,2.7,84.8,7.4,1015.7,1024.7,8.5,11.95
156,堡林,2018-01-16,4.8,1.8,8,16.1,1.4,4.5,98,8.5,1008.6,1017.6,0,2.32
156,堡林,2018-01-17,5.6,4.3,8.5,5.6,0.9,4.2,91.3,8.2,1009.5,1018.5,2.4,6.44
156,堡林,2018-01-18,5.1,1.2,9.9,,1.1,0.5,75.4,6.5,1014.4,1023.4,6.2,10.9
156,堡林,2018-01-19,2.4,-1.7,9.1,,1.2,-6.7,56.6,3.8,1014.8,1023.9,7.5,12.72
156,堡林,2018-01-20,2.9,-3.2,9.7,,0.7,-3.5,64.6,4.8,1014.5,1023.6,8.1,11.77
156,堡林,2018-01-21,3.7,-1.1,9.8,,0.9,-4.3,62.3,4.6,1013.6,1022.7,6.4,10.47
156,堡林,2018-01-22,5.3,1.4,10.6,1.1,2.1,-2.1,60.1,5.3,1007.8,1016.7,3.7,8.93
156,堡林,2018-01-23,-4.1,-7.2,1.4,0,2.5,-10.8,59.9,2.8,1014.5,1023.8,6.9,11.09
156,堡林,2018-01-24,-8,-11.2,-4.1,0,3.3,-17.8,46,1.5,1018.9,1028.4,7.6,12.73
156,堡林,2018-01-25,-7.5,-10.6,-3.1,,2.6,-17.1,48.3,1.6,1019.9,1029.4,8.2,14.7
156,堡林,2018-01-26,-7.9,-10.8,-3.6,,2.3,-15.5,55,1.9,1019.9,1029.5,9.4,15.21
156,堡林,2018-01-27,-4.6,-11.5,3,,1.6,-17.8,37.9,1.5,1018.5,1027.9,9.3,14.7
156,堡林,2018-01-28,-1.1,-3.7,3.2,0,2.2,-12.3,44.5,2.6,1013.5,1022.7,7.3,12.94
156,堡林,2018-01-29,-3.9,-6.5,0.3,0,2.1,-11.1,58.5,2.6,1014.9,1024.2,8.1,13.17
156,堡林,2018-01-30,-2.8,-8.6,2.6,0,1.4,-11.8,53.5,2.5,1018,1027.3,7.3,13.05
156,堡林,2018-01-31,-0.4,-5,4.2,,0.6,-7.2,61.1,3.6,1018.8,1028,1.7,7.65
156,堡林,2018-02-01,-0.1,-3.9,5.3,,1.4,-11.3,47.4,2.7,1019.2,1028.5,9.7,15.41
156,堡林,2018-02-02,-0.9,-5,4.6,,1.2,-13.9,38.8,2.1,1019.4,1028.7,7,11.47
156,堡林,2018-02-03,-3.4,-5.5,-1.3,0.1,1.8,-8.3,69.3,3.3,1019.9,1029.2,6.1,12.41
156,堡林,2018-02-04,-5.9,-8.3,-3,0.7,2,-10,73.6,2.9,1019.7,1029.1,4.7,8.37
156,堡林,2018-02-05,-5.6,-8.5,-1.7,0.2,1.8,-11.1,66.3,2.7,1017.9,1027.3,7.6,12.73
156,堡林,2018-02-06,-6.5,-9.8,-2.8,0.2,1.9,-11.7,67.6,2.5,1016.9,1026.3,9.1,14.17
156,堡林,2018-02-07,-4.2,-10,1.4,0.2,1.5,-12.1,55.5,2.4,1017.3,1026.6,9.8,16.86
156,堡林,2018-02-08,-0.2,-7.2,7.9,,1.1,-12.4,42.9,2.4,1014.9,1024.1,9.7,15.4
156,堡林,2018-02-09,3.8,-1,9.2,,1.2,-4.3,55.8,4.6,1013.9,1022.9,5.6,12.7
156,堡林,2018-02-10,2.2,-2.3,7.4,,1.7,-5.5,59.9,4.3,1013.7,1022.8,4.5,11.24
156,堡林,2018-02-11,-1.9,-3.8,1.3,1.8,1.5,-5.4,79,4.1,1014.9,1024.1,4,8.08
156,堡林,2018-02-12,-2.9,-6.5,-0.1,2.1,1.7,-6.1,78.9,3.9,1015,1024.3,1.9,5.77
156,堡林,2018-02-13,1.3,-2.9,6.6,0,1.9,-6.4,59.6,3.8,1015.4,1024.6,9.9,17.94
156,堡林,2018-02-14,5.9,-1,14.2,,1.6,1.4,73.9,6.9,1010.4,1019.3,5.3,12.22
156,堡林,2018-02-15,3,-0.1,8.7,,1.8,-8.1,47,3.4,1012.1,1021.2,4.4,10.81
156,堡林,2018-02-16,2.5,-1.6,8.4,,1.3,-11.6,39.9,2.7,1010,1019.1,5.9,12.04
156,堡林,2018-02-17,1.2,-1.8,6.5,,2.1,-12.8,37.9,2.4,1015.8,1025,9.3,18.33
156,堡林,2018-02-18,3.7,-2.5,9.5,,1.9,-14.6,26.9,2.1,1016,1025.1,3.1,10.55
156,堡林,2018-02-19,6.1,2,11.5,,1.6,-7.8,36.4,3.4,1013.7,1022.7,2.6,10.62
156,堡林,2018-02-20,4.8,-0.8,10.8,,1.1,-5.4,49.4,4.2,1013.9,1022.9,5.6,12.51
156,堡林,2018-02-21,1.8,-1.1,5.1,,2,-15.3,28.6,2,1015,1024.1,1,9.97
156,堡林,2018-02-22,2.3,-3.9,9,,1.3,-10.3,39.6,2.8,1014.6,1023.7,10,17.37
156,堡林,2018-02-23,6.3,0.9,12.8,,2.1,-0.5,63,6.1,1014.9,1023.8,4.4,10.94
156,堡林,2018-02-24,6.6,1.7,12,,0.8,1.7,72.4,6.9,1018.2,1027.2,6.4,14.4
156,堡林,2018-02-25,6.5,2.1,12.8,,0.9,-6.9,41.8,4,1015.5,1024.5,5.1,13.21
156,堡林,2018-02-26,6.3,-1.8,15.7,,1,-9.9,33,2.9,1015.8,1024.8,10.6,19.25
156,堡林,2018-02-27,8.3,0.1,15.9,,0.8,-2.4,49.1,5.2,1014.4,1023.3,9.4,16.02
156,堡林,2018-02-28,8,4,11.3,16.7,2.4,4.7,82,8.7,997.6,1006.3,0,2.04
156,堡林,2018-03-01,3.1,-0.9,6.1,0.2,2.4,-2.6,68.5,5.4,1005.6,1014.6,8.1,17.24
156,堡林,2018-03-02,3.4,-3.1,12.7,,1.7,-8.8,45.1,3.2,1009.3,1018.3,10.4,20.32
156,堡林,2018-03-03,9.9,1.2,19.2,,1.7,1.3,57.8,7,1005.9,1014.7,8.3,18.26
156,堡林,2018-03-04,14.8,9.9,20.2,8,2.5,12.7,88.1,14.9,1003.6,1012.2,3.5,12.91
156,堡林,2018-03-05,10.7,7.2,16.3,6.9,2,9,90,11.8,1005,1013.7,0.6,5.62
156,堡林,2018-03-06,8.9,3.3,15.5,,1.9,0.2,59.5,6.3,1019.3,1028.2,10.7,21.43
156,堡林,2018-03-07,6.8,4,11.9,8,2.6,2.3,75.5,7.3,1017.1,1026.1,0.4,8.07
156,堡林,2018-03-08,3.8,1.6,6.1,14.5,2.2,2.2,90,7.2,1010.4,1019.4,0,4.94
156,堡林,2018-03-09,4.8,1.4,10,,1.2,-0.2,71.3,6,1015.2,1024.2,5.1,14.73
156,堡林,2018-03-10,5.2,0.9,13.3,,1.1,-0.5,71.4,6,1016.1,1025.1,9.1,20.63
156,堡林,2018-03-11,7.7,1,16.1,,1,1.3,67.3,6.7,1017,1026,9.1,19.84
156,堡林,2018-03-12,10.1,2.8,19.3,,1.6,1.2,62.1,6.8,1014.3,1023.1,10.5,20.43
156,堡林,2018-03-13,13.7,5.8,21.2,,2.1,4.8,57.3,8.7,1011.8,1020.4,10.4,18.95
156,堡林,2018-03-14,16.7,9.6,24.8,,1.9,9.3,63.8,11.9,1011.4,1020,8.6,16.79
156,堡林,2018-03-15,14.2,9.2,17,30.8,1.9,13.7,97.3,15.8,1005.9,1014.5,0,1.82
156,堡林,2018-03-16,8.1,6.3,11.9,0,1.3,6.4,90,9.7,1013.7,1022.6,0.4,5.26
156,堡林,2018-03-17,8.9,3.7,15.9,,1.3,3.4,71.9,7.9,1018.2,1027.1,11,20.37
156,堡林,2018-03-18,9.8,3.6,15.4,24.1,1.1,7.8,88.6,10.8,1011.5,1020.3,0.1,7.44
156,堡林,2018-03-19,11.8,8.6,14.6,15.6,3,11.2,96.5,13.5,1003.5,1012.2,0,3.61
156,堡林,2018-03-20,7.7,1.3,13.6,1.1,5.3,-0.3,60.6,6.1,1009.9,1018.7,0,0.46
156,堡林,2018-03-21,2.3,0.5,4.6,6.6,2.5,1.7,96.1,7,1006.5,1015.5,0,0.07
156,堡林,2018-03-22,5.8,1.7,12.1,,1.6,-0.4,67.1,6,1006.9,1015.8,10.6,0.22
156,堡林,2018-03-23,6.9,0.6,15.2,,1.2,-0.3,63.4,6,1011.4,1020.4,10.8,19.52
156,堡林,2018-03-24,9.8,2,17.8,,1.1,2.8,65,7.6,1014.7,1023.6,9.6,20.14
156,堡林,2018-03-25,12,5.1,20.1,,1.4,6.9,75.1,10,1016.4,1025.1,10,22.29
156,堡林,2018-03-26,12.9,7,21.6,,1.1,7.6,74,10.4,1013.8,1022.5,8.6,21.15
156,堡林,2018-03-27,14.5,7.6,22.6,,1.4,6.4,63.1,9.6,1010.7,1019.3,9.7,21.47
156,堡林,2018-03-28,15.6,8.6,23.4,,1.8,9.5,70.1,11.9,1009.5,1018.1,11.1,23.02
156,堡林,2018-03-29,17,13.4,24.1,,1.2,11.2,71.8,13.4,1011.3,1019.8,4.3,16.48
156,堡林,2018-03-30,16.6,12.3,23.8,,1.4,8.9,63.5,11.5,1014.4,1023,8.9,20.48
156,堡林,2018-03-31,17.1,10.5,24.8,,1,5.7,49.8,9.2,1012,1020.6,10.1,21.61
156,堡林,2018-04-01,18.1,13.4,23.5,,1.8,11.1,64.3,13.5,1008.8,1017.3,2.5,13.53
156,堡林,2018-04-02,18.9,12.7,26.5,,1.8,12.4,69.1,14.5,1007.9,1016.4,10.5,21.97
156,堡林,2018-04-03,20,13.9,26.6,,2.1,13.9,70.9,16,1008.9,1017.3,9.6,21.92
156,堡林,2018-04-04,16,13.3,19.1,6.4,1.5,14.8,93.5,16.9,1008.4,1016.9,0,4.33
156,堡林,2018-04-05,12.4,11.2,14.4,13.9,1.9,11.4,94.1,13.5,1006,1014.7,0,4.69
156,堡林,2018-04-06,9.3,4.9,12.8,23.9,2.4,4,71.9,8.5,1004.7,1013.5,6.8,20.5
156,堡林,2018-04-07,5,1.1,9.7,0.6,2.6,-3.4,55.8,4.8,1009.1,1018.1,7.3,18.04
156,堡林,2018-04-08,9.5,2.3,15.5,0,3.8,2,62,7.2,1008.5,1017.3,10.9,23.12
156,堡林,2018-04-09,14.1,8,21.6,,1.4,3.1,54.8,7.9,1009,1017.7,11.1,24.98
156,堡林,2018-04-10,17.5,9.3,24,,3.6,8.7,58.1,11.6,1005.4,1013.8,8.8,22.61
156,堡林,2018-04-11,16.5,10.9,22.6,0.5,2.3,7,58.9,10.9,1003.9,1012.4,9.3,25.05
156,堡林,2018-04-12,13.6,6.4,20.9,,0.9,0.4,43.9,6.4,1010.4,1019.1,4,16.48
156,堡林,2018-04-13,14.8,10.4,19.1,0,1.4,-1.5,33,5.5,1012.5,1021.1,0.2,9.63
156,堡林,2018-04-14,10.9,8.1,15.1,22.1,1.8,9.6,92.5,12.2,999.5,1008.2,0,2.78
156,堡林,2018-04-15,10.1,6.5,16.4,,1.6,3.7,67.8,8,1006.1,1014.9,10.4,24.55
156,堡林,2018-04-16,11.6,4.7,18.7,,1.2,3.5,61.5,7.9,1011.3,1020.1,8,23.01
156,堡林,2018-04-17,14,8.7,21.9,,1.2,5.9,61.9,9.3,1011.4,1020,10.6,25.05
156,堡林,2018-04-18,13.8,7,23,,1.3,5,61.9,8.9,1009.5,1018.1,12.1,27.77
156,堡林,2018-04-19,15.2,6,25.9,,1.1,2.7,51,7.6,1010,1018.6,12.1,27.7
156,堡林,2018-04-20,19.3,9.6,30.2,,1.3,7.9,51.1,10.7,1011.3,1019.8,11.8,26.78
156,堡林,2018-04-21,19.7,11.2,29.7,,1.9,9.3,58.6,12.1,1010.1,1018.6,11.7,27.42
156,堡林,2018-04-22,19.4,16.2,24.1,6.6,2.1,17,87.1,19.4,1008.1,1016.6,1.1,12.41
156,堡林,2018-04-23,15.3,14.4,17.6,41.8,1.3,14.9,98.1,17,1003.7,1012.3,0,2.94
156,堡林,2018-04-24,14,12.4,16.4,11,1.8,13.8,99,15.8,1000,1008.6,0,6.12
156,堡林,2018-04-25,15.9,12.1,23,0.6,1.4,9.1,68.1,11.7,1004.6,1013.2,9.7,25.33
156,堡林,2018-04-26,15.9,9.7,24.4,,1.2,7.8,63,10.6,1006.2,1014.8,8.5,23.14
156,堡林,2018-04-27,16.2,9.6,23.4,,1.2,9.1,65.5,11.7,1006.9,1015.4,11.3,24.71
156,堡林,2018-04-28,17.8,11.1,25.9,,1,8,59,10.9,1008.6,1017.1,12.2,27.89
156,堡林,2018-04-29,17.9,9.8,26.2,,1.6,8.3,56.4,10.9,1005.7,1014.2,12.1,28.17
156,堡林,2018-04-30,19.5,16.1,26,,1.9,15,76.1,17.1,1006.3,1014.7,5.6,17.04
156,堡林,2018-05-01,19.7,16,24.2,0,1.8,17.7,88.6,20.2,1005.3,1013.7,5,16.48
156,堡林,2018-05-02,16.3,10.7,20.9,3.5,1.7,14.9,91.6,17.7,998.9,1007.4,0,4.62
156,堡林,2018-05-03,12.4,9.3,17.2,0,2.2,5.9,66.8,9.3,1003.9,1012.6,8,18.26
156,堡林,2018-05-04,14.8,7.8,21.8,,2.5,1.2,46.9,7,1007.8,1016.4,12.9,29.95
156,堡林,2018-05-05,18.4,10.1,25.7,,2.3,7.3,50,10.4,1008.4,1016.9,9.1,24.02
156,堡林,2018-05-06,17.2,15.6,19.1,9.5,2.1,16.8,97.6,19.2,998.4,1006.9,0,3
156,堡林,2018-05-07,18.4,16.3,22.4,22.8,1.5,16.9,92.1,19.3,997.5,1005.9,2,10.89
156,堡林,2018-05-08,18.1,14.8,23.9,,1.7,13.5,77.5,15.6,1003.8,1012.3,4.9,20.24
156,堡林,2018-05-09,16.8,13.8,22.6,,1.7,11.4,71.6,13.6,1012.2,1020.8,7.4,22.33
156,堡林,2018-05-10,17,12.7,24.8,,1.4,11.8,75.3,13.9,1014.4,1023,9,26.09
156,堡林,2018-05-11,17.8,11,24.6,,1.3,8.5,59.9,11.3,1010,1018.5,10.6,25.57
156,堡林,2018-05-12,18.2,16.3,21,26,1.9,16.4,90.6,18.9,1002.9,1011.3,0,5.04
156,堡林,2018-05-13,18.5,15.4,23.3,4.1,1.3,15.5,84.4,17.6,1000.6,1009,8.1,24.25
156,堡林,2018-05-14,20.9,13.3,28.5,,1.3,14.1,69,16.2,1003.4,1011.8,11.6,27.37
156,堡林,2018-05-15,23.9,16.9,31.1,0,0.3,18.2,72.9,21.2,1002.3,1010.6,6.7,22.54
156,堡林,2018-05-16,24.6,23,26.3,0,1.1,23.5,94,29,999.2,1007.4,0.1,6.4
156,堡林,2018-05-17,24.4,23.3,25.7,,3.2,23.3,93.9,28.6,997.1,1005.2,0,5.22
156,堡林,2018-05-18,20.7,17.7,23.8,0.5,1.6,20.4,98.6,24.1,997.6,1006,0,4.94
156,堡林,2018-05-19,18.2,14.6,24.2,0,1.7,14.5,80.9,16.8,1005.7,1014.2,2.2,12.17
156,堡林,2018-05-20,18.5,11.9,25.9,,3.1,6.4,46.9,9.7,1008,1016.5,7,20.81
156,堡林,2018-05-21,18.6,11,24.5,,1.6,12.7,69.9,14.9,1008.6,1017.1,6.6,19.78
156,堡林,2018-05-22,19.4,14.9,25.6,7,1.3,15.6,81,17.7,1003.6,1012,3.8,18.53
156,堡林,2018-05-23,19.1,14,24.9,12,2.1,9,58.1,12.3,999.7,1008.1,11.5,30.82
156,堡林,2018-05-24,19.6,10.8,28.4,,0.9,8.5,52.6,11.2,1002.7,1011.1,12.4,29.45
156,堡林,2018-05-25,21,13.4,28.1,,1,9.3,51.9,11.9,1000.1,1008.4,8,23.26
156,堡林,2018-05-26,22.3,15,30.3,,1.6,12.5,57.1,14.5,1000.8,1009.1,13,30.6
156,堡林,2018-05-27,21.8,16.8,27.8,,1.2,15.1,66.5,17.2,1002.3,1010.6,4,18.45
156,堡林,2018-05-28,21.7,18.3,27.3,0,1.8,17.2,77.5,19.8,1002,1010.3,5.3,19.54
156,堡林,2018-05-29,23.6,18.9,29.9,,1.2,19.4,79.5,22.6,1003,1011.2,7.8,24.75
156,堡林,2018-05-30,21.6,18.3,25.9,0,1.1,19.6,88.9,22.8,1002.5,1010.9,2.7,11.67
156,堡林,2018-05-31,20.1,16.2,26.3,,1.2,13.9,69.8,15.9,1003.5,1011.9,9.3,24.8
156,堡林,2018-06-01,23.9,15.7,31.9,,1.4,13.8,58.5,16,1006.4,1014.7,12.9,29.97
156,堡林,2018-06-02,25,17.3,32.4,,1.5,10.4,44,12.8,1006.5,1014.8,12.5,30.17
156,堡林,2018-06-03,24.1,18.5,31.4,,1.4,13.7,53.4,15.8,1005.1,1013.3,10.3,27.61
156,堡林,2018-06-04,22.9,18.2,30,0,1.2,14.4,60.5,16.4,1005,1013.3,6,22.01
156,堡林,2018-06-05,22.2,19.1,26.2,0,1.2,17.5,76.3,20.1,1003.7,1012,2.1,14.44
156,堡林,2018-06-06,23.7,19.8,30.6,,1.2,18.6,75.3,21.4,1003.7,1012,7.9,24.58
156,堡林,2018-06-07,24.9,19.1,32.6,,1.2,19.1,73.9,22.1,1003,1011.3,11.4,27.77
156,堡林,2018-06-08,22.5,18.3,28.1,,1.1,18.2,78.6,20.9,1000.2,1008.5,8.3,23.33
156,堡林,2018-06-09,23.5,18.2,30.5,0,1.3,18.1,74,20.8,997.7,1005.9,7.8,23.21
156,堡林,2018-06-10,22,17.6,27,0.2,1.7,16.8,73.8,19.2,995,1003.3,2.3,16.74
156,堡林,2018-06-11,20.6,18.2,23.7,7.1,1,18.6,89.6,21.5,992.2,1000.5,0.7,9.68
156,堡林,2018-06-12,21.4,18.6,27.2,,1,17.1,78,19.5,995.1,1003.4,6,20.5
156,堡林,2018-06-13,22.6,17.6,28.9,,1.9,17.3,73.9,19.7,998.4,1006.7,9.1,23.8
156,堡林,2018-06-14,22.8,18,29.3,,2,16.5,69.6,18.7,998.7,1007,10.5,28.49
156,堡林,2018-06-15,22.3,17.7,29.1,0,1.8,16.5,72.1,18.8,1001.4,1009.7,9,24.49
156,堡林,2018-06-16,22.4,17.8,30.5,,1.8,15.9,69.4,18.2,1003.6,1012,10.3,29.01
156,堡林,2018-06-17,23.1,18.7,29.1,,1.4,18.6,78.1,21.5,1001.8,1010,5.7,20.29
156,堡林,2018-06-18,24.9,20.1,32.4,,1.4,18.7,70.9,21.6,998.9,1007.1,8.4,26.03
156,堡林,2018-06-19,21.9,19.4,25.3,14.4,1.1,19.8,88.8,23.1,996.8,1005,0,9.62
156,堡林,2018-06-20,22.9,17.9,28.9,,1.5,18.5,78.6,21.3,995.9,1004.2,8.8,22.69
156,堡林,2018-06-21,24.1,18.3,30.8,,1.3,14.7,61.6,17.2,999.3,1007.5,12.1,30.94
156,堡林,2018-06-22,25.1,18.9,32.2,,1.4,14.8,54.9,16.9,1000.3,1008.5,7.3,22.49
156,堡林,2018-06-23,24.6,21.1,30.8,,1.9,16.5,63.5,18.9,997.4,1005.6,8.4,24.88
156,堡林,2018-06-24,26.4,20.4,34.1,,1.1,18.9,67,21.9,1000.5,1008.7,12,28.42
156,堡林,2018-06-25,27,20.5,34.5,,1.7,17.3,58.6,19.8,1002.3,1010.4,9.8,24.5
156,堡林,2018-06-26,25.7,23.5,27.7,,3,24.4,92.8,30.6,998.5,1006.7,0,4.69
156,堡林,2018-06-27,24.5,23,28.2,58.4,3.1,23.9,96.9,29.7,995.3,1003.5,1.5,10.01
156,堡林,2018-06-28,22.8,21.6,25,67.6,1.7,22.6,98.9,27.4,992.8,1001,0.1,6.23
156,堡林,2018-06-29,25.7,22,30,45.8,1.5,23.7,89.6,29.3,995.4,1003.6,3.4,16.78
156,堡林,2018-06-30,23.1,20.9,26.6,28.9,1.4,22.6,97.3,27.5,1001.7,1010,0.3,6.9
156,堡林,2018-07-01,24.6,20.4,28,57.2,2.8,24.1,97.5,30.2,1000.3,1008.5,0.1,10.88
156,堡林,2018-07-02,25.7,21.5,29.3,17.2,2.1,24.3,92.4,30.4,998.6,1006.8,2.5,13.68
156,堡林,2018-07-03,26.6,23.6,30.5,0,3,23.4,83.4,28.7,988.9,997,2.5,16.6
156,堡林,2018-07-04,26.7,23,31.7,0,1.3,23.7,85,29.4,991,999.1,9.4,24.97
