ÁöÁ¡¸í,ÀÏ½Ã,¼ö¿Â(¡É),pH,DO(§·/L)_x,Chl-a (§·/§©),À¯ÇØ³²Á¶·ù ¼¼Æ÷¼ö (cells/§¢),Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÀÏ°­¼ö·®(mm),Æò±Õ Ç³¼Ó(m/s),Æò±Õ ÀÌ½½Á¡¿Âµµ(¡ÆC),Æò±Õ »ó´ë½Àµµ(%),Æò±Õ Áõ±â¾Ð(hPa),Æò±Õ ÇöÁö±â¾Ð(hPa),Æò±Õ ÇØ¸é±â¾Ð(hPa),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÇÕ°è ÀÏ»ç·®(MJ/m2),¼öÀ§(EL.m),DO(§·/L)_y,BOD(§·/L),COD(§·/L),Å¬·Î·ÎÇÊ a(§·/§©),TN(§·/L),TP(§·/L),TOC(§·/L),¼ö¼ÒÀÌ¿Â³óµµ,Àü±âÀüµµµµ(¥ìS/§¯),¿ëÁ¸ÃÑÁú¼Ò(§·/L),¾Ï¸ð´Ï¾Æ¼º Áú¼Ò(§·/L),Áú»ê¼º Áú¼Ò(§·/L),¿ëÁ¸ÃÑÀÎ(§·/L),ÀÎ»ê¿°ÀÎ(§·/L),SS(§·/L),À¯·®(§©/s)
½ÂÃÌº¸,2020-03-23,14.7,8.2,14.6,107.3,0.0,10.8,5.5,18.6,0.0,1.5,-1.2,46.0,5.8,1010.3,1019.0,11.3,23.7,5.99,14.6,6.5,13.7,107.3,7.233,0.106,8.1,8.2,431.0,6.615,3.1210000000000004,3.007,0.029,0.004,19.6,7.231
½ÂÃÌº¸,2020-03-30,13.2,7.3,10.1,121.6,0.0,11.9,8.0,18.8,0.0,1.1,3.1,56.5,7.6,1011.6,1020.4,10.7,22.79,6.03,10.1,8.7,12.5,121.6,4.772,0.237,9.7,7.3,335.0,4.439,2.287,1.538,0.042,0.01,18.4,13.2
½ÂÃÌº¸,2020-04-06,14.4,8.8,16.3,120.9,0.0,9.6,1.6,17.9,0.0,1.2,-5.5,41.0,4.3,1012.3,1021.1,8.7,23.7,5.98,16.3,8.7,15.8,120.9,6.354,0.119,9.6,8.8,419.0,6.202000000000001,2.62,2.829,0.033,0.004,23.7,8.863
½ÂÃÌº¸,2020-04-13,14.6,7.3,10.7,61.4,0.0,9.5,5.2,14.8,0.0,1.7,0.5,56.9,6.5,1005.5,1014.3,11.1,24.01,6.03,10.7,6.8,12.9,61.4,8.776,0.08900000000000001,8.1,7.3,469.0,8.717,4.8660000000000005,3.177,0.059,0.013000000000000001,14.0,10.6
½ÂÃÌº¸,2020-04-20,15.0,6.8,3.4,19.6,0.0,11.6,8.4,17.9,0.0,1.8,7.6,78.5,10.6,1004.6,1013.3,3.5,16.68,5.91,3.4,7.6,13.2,19.6,7.305,0.28,9.0,6.8,326.0,6.252000000000002,4.933,1.046,0.16899999999999998,0.145,18.5,33.639
½ÂÃÌº¸,2020-04-27,16.5,7.9,13.7,60.9,0.0,12.8,7.1,19.7,0.0,1.4,-1.8,39.1,5.5,1012.3,1021.0,12.5,28.33,6.01,13.7,7.5,14.8,60.9,7.056,0.107,8.9,7.9,412.0,6.559,3.393,2.505,0.037000000000000005,0.005,16.4,10.6
½ÂÃÌº¸,2020-05-04,19.9,6.8,1.7,15.3,0.0,19.5,13.8,26.8,0.0,1.1,15.3,78.1,17.6,1000.6,1009.0,8.7,23.16,5.97,1.6,8.2,12.1,14.0,6.655,0.231,9.5,6.7,340.0,5.835,4.595,1.2009999999999998,0.142,0.098,16.8,19.83
½ÂÃÌº¸,2020-05-11,19.7,7.2,5.4,37.2,0.0,18.8,13.2,26.5,0.0,1.4,10.7,66.5,13.2,1001.5,1009.9,10.0,27.78,5.99,4.2,6.3,11.4,26.3,3.739,0.209,7.1,7.0,290.0,3.696,2.374,0.752,0.13699999999999998,0.10800000000000001,7.9,20.745
½ÂÃÌº¸,2020-05-18,21.5,6.8,8.0,75.3,0.0,18.8,12.9,24.8,14.3,2.3,16.0,84.8,18.3,991.8,1000.1,4.1,17.87,6.13,6.0,6.7,12.1,66.5,3.762,0.139,7.9,6.8,293.0,3.294,1.927,0.975,0.069,0.04,11.5,22.787
½ÂÃÌº¸,2020-05-25,21.7,7.0,7.5,61.8,0.0,18.5,15.3,23.7,0.0,0.8,14.9,81.6,17.0,1003.6,1012.1,2.9,18.01,6.07,6.8,6.5,10.2,58.5,5.273,0.115,7.1,6.9,347.0,4.957,2.527,1.648,0.052000000000000005,0.027999999999999997,17.6,19.356
½ÂÃÌº¸,2020-06-01,23.0,7.1,7.3,47.1,0.0,21.1,17.5,26.1,0.0,1.3,12.6,64.4,15.3,1002.8,1011.1,9.1,27.27,5.79,6.7,6.0,10.1,38.1,4.879,0.116,6.4,6.9,346.0,4.605,2.502,1.39,0.051,0.026000000000000002,10.7,26.277
½ÂÃÌº¸,2020-06-08,26.8,7.6,9.6,112.1,29.0,26.0,19.5,33.7,0.0,1.4,16.1,58.6,18.5,1006.2,1014.4,12.7,29.34,5.55,8.5,6.8,13.1,90.7,5.22,0.15,7.3,7.4,333.0,4.783,2.208,1.618,0.039,0.01,17.8,16.972
½ÂÃÌº¸,2020-06-15,25.4,7.2,5.8,8.9,0.0,23.5,18.3,29.5,0.0,1.0,16.6,68.5,19.0,999.5,1007.7,11.9,29.3,5.52,5.4,6.9,10.8,8.2,3.173,0.196,7.1,7.2,184.0,3.104,0.92,1.49,0.153,0.129,24.2,57.43
½ÂÃÌº¸,2020-06-22,27.9,7.3,12.1,59.4,54.0,24.5,19.6,31.1,0.0,1.4,19.9,77.1,23.3,1000.6,1008.8,10.8,25.25,5.44,7.3,5.6,10.1,57.4,3.683,0.128,6.3,7.3,243.0,3.425,0.708,1.982,0.046,0.023,12.2,31.5
½ÂÃÌº¸,2020-07-01,23.3,7.6,5.8,22.6,0.0,22.1,17.8,27.9,0.0,1.0,17.2,75.6,19.6,997.3,1005.6,7.4,23.35,5.81,5.5,6.0,9.9,20.1,3.282,0.198,7.6,7.5,228.0,3.195,1.025,1.413,0.14,0.11900000000000001,11.1,29.735
½ÂÃÌº¸,2020-07-06,23.9,7.0,7.4,25.1,0.0,22.9,20.4,25.0,0.3,1.0,22.1,95.4,26.6,993.3,1001.5,0.5,7.84,5.48,6.6,5.5,8.4,25.7,4.065,0.11,6.2,6.9,274.0,3.914,1.411,1.795,0.07,0.055,10.5,20.491
½ÂÃÌº¸,2020-07-15,20.6,7.9,7.5,5.4,0.0,19.8,18.9,21.5,9.8,0.6,19.5,98.6,22.7,997.2,1005.5,0.0,5.79,5.74,7.4,3.6,6.9,5.7,2.998,0.17,5.0,7.4,146.0,2.752,0.52,1.871,0.127,0.11599999999999999,25.7,166.562
½ÂÃÌº¸,2020-07-21,26.2,6.9,7.7,20.2,0.0,24.7,21.6,29.1,9.4,1.0,22.3,87.8,26.9,1003.5,1011.8,4.0,19.51,5.5,7.4,3.5,6.3,18.6,3.4960000000000004,0.126,4.6,6.9,225.0,3.386,1.132,1.796,0.096,0.083,11.0,57.51300000000001
½ÂÃÌº¸,2020-07-27,23.2,7.1,7.2,5.3,0.0,23.2,20.9,27.2,8.9,0.9,22.2,94.1,26.7,999.5,1007.8,0.0,9.47,5.52,7.4,3.1,5.9,6.0,2.769,0.14,3.5,7.0,162.0,2.738,0.612,1.739,0.114,0.1,8.0,93.862
½ÂÃÌº¸,2020-08-03,25.5,7.8,6.3,5.6,74.0,27.7,25.6,30.3,0.0,3.1,25.9,90.4,33.4,1002.2,1010.3,2.7,16.02,5.49,6.5,3.9,5.7,5.2,3.169,0.154,4.2,7.6,182.0,3.152,0.759,1.88,0.14300000000000002,0.131,13.7,73.294
½ÂÃÌº¸,2020-08-19,30.0,7.8,8.8,63.1,0.0,28.2,23.4,34.4,0.0,1.0,24.0,79.8,29.8,1003.3,1011.5,12.3,26.81,5.5,7.9,4.3,7.8,57.5,3.472,0.18,4.5,7.6,244.0,3.36,1.073,1.736,0.133,0.102,5.7,35.363
½ÂÃÌº¸,2020-08-24,29.8,7.1,8.4,45.9,98.0,28.3,24.0,33.6,0.0,1.9,24.4,81.1,30.6,997.3,1005.4,10.6,23.14,5.55,7.0,4.7,8.2,45.3,4.24,0.11,5.0,7.0,284.0,3.99,1.658,1.457,0.065,0.038,8.7,26.385
½ÂÃÌº¸,2020-09-01,28.3,6.7,5.9,25.6,0.0,26.7,23.0,31.1,0.1,1.7,24.4,88.0,30.6,1000.0,1008.2,5.9,15.61,5.24,6.1,4.8,8.0,24.1,2.511,0.218,5.2,6.7,165.0,2.282,0.54,1.3159999999999998,0.121,0.10099999999999999,50.2,101.789
½ÂÃÌº¸,2020-09-08,21.6,7.1,7.5,4.6,19.0,24.1,21.0,27.9,0.0,2.9,22.0,89.3,26.5,1003.4,1011.7,5.8,15.67,5.44,7.4,3.7,6.4,4.2,2.218,0.172,4.0,7.1,140.0,2.14,0.378,1.3130000000000002,0.124,0.11,28.7,139.753
½ÂÃÌº¸,2020-09-14,23.4,7.2,7.2,5.3,45.0,22.3,19.7,26.7,0.0,1.1,19.3,84.6,22.3,1006.3,1014.6,8.4,20.27,5.47,7.2,3.1,5.4,6.0,2.545,0.14400000000000002,3.3,7.1,172.0,2.501,0.489,1.6130000000000002,0.111,0.1,9.8,81.35
½ÂÃÌº¸,2020-09-21,23.5,8.2,12.2,67.3,332.0,18.9,13.0,24.9,0.0,0.8,12.1,68.6,14.2,1009.4,1017.9,10.5,20.45,5.51,10.9,4.5,8.3,71.5,2.948,0.091,4.7,7.8,223.0,2.742,0.365,2.037,0.04,0.03,12.1,35.561
½ÂÃÌº¸,2020-09-28,24.3,9.3,16.3,148.1,165.0,19.9,15.7,25.6,0.0,1.0,13.2,69.3,15.3,1008.0,1016.4,10.8,21.43,5.47,13.5,6.8,13.5,230.8,4.192,0.083,7.0,8.7,322.0,3.904,1.247,1.773,0.019,0.002,22.9,17.855
½ÂÃÌº¸,2020-10-05,22.2,8.2,10.6,192.7,28.0,15.3,11.4,19.8,0.0,2.4,5.7,53.8,9.2,1010.0,1018.6,9.3,19.39,5.5,10.5,5.4,11.7,184.4,4.2360000000000015,0.094,5.7,8.1,323.0,3.746,1.137,1.761,0.02,0.005,22.1,17.340999999999998
½ÂÃÌº¸,2020-10-12,21.4,9.0,14.5,214.7,118.0,17.8,14.8,23.3,0.0,0.8,13.1,76.6,15.2,1007.6,1016.0,7.2,15.32,5.49,13.9,4.5,12.9,204.7,4.549,0.113,4.6,8.9,356.0,3.986,1.105,2.0540000000000003,0.019,0.006999999999999999,24.7,16.995
½ÂÃÌº¸,2020-10-19,17.7,8.2,13.1,147.6,128.0,15.6,9.9,21.6,0.0,1.3,7.5,61.6,10.4,1015.9,1024.6,8.4,15.85,5.5,12.6,4.4,11.5,143.3,4.308,0.093,4.7,7.8,344.0,3.867,1.018,2.144,0.019,0.001,17.4,12.33
½ÂÃÌº¸,2020-10-26,16.4,7.8,13.1,118.0,234.0,13.4,7.7,20.6,0.0,0.7,7.5,71.4,10.4,1011.5,1019.9,9.0,15.74,5.49,12.1,4.6,11.8,116.2,5.857,0.109,5.2,7.6,404.0,5.3679999999999986,2.375,2.397,0.023,0.004,15.8,11.913
½ÂÃÌº¸,2020-11-02,16.3,7.3,10.1,75.9,72.0,13.1,8.6,18.2,0.3,1.0,7.2,71.8,10.5,1012.0,1020.5,5.9,12.92,5.5,9.7,4.8,9.6,95.9,5.605,0.077,5.2,7.3,432.0,5.392,1.873,2.704,0.018000000000000002,0.0,12.6,12.122
½ÂÃÌº¸,2020-11-09,14.0,7.2,9.5,57.2,0.0,8.6,4.1,13.8,0.0,1.9,-4.7,41.9,4.5,1017.4,1026.0,9.5,15.39,5.58,9.4,4.7,8.6,61.0,5.952000000000001,0.091,5.4,7.2,437.0,5.689,2.149,2.71,0.026,0.009000000000000001,12.1,9.087
½ÂÃÌº¸,2020-11-16,13.9,7.6,12.9,47.6,0.0,14.5,8.0,22.1,0.0,0.9,5.8,60.3,9.3,1016.4,1024.8,8.5,13.56,7.55,10.8,4.4,9.0,58.5,6.377999999999999,0.054000000000000006,4.7,7.4,448.0,6.104,2.527,2.853,0.023,0.001,7.2,5.098
½ÂÃÌº¸,2020-11-24,13.6,7.1,5.0,11.4,0.0,6.9,3.1,12.2,0.0,1.6,-6.4,40.8,3.9,1018.7,1027.4,6.3,11.88,7.56,4.9,3.7,6.6,13.1,4.0760000000000005,0.242,4.3,7.1,341.0,3.92,2.235,1.34,0.209,0.18899999999999997,3.6,10.06
½ÂÃÌº¸,2020-12-01,10.3,7.5,12.3,46.0,0.0,4.3,-0.6,10.8,0.0,1.7,-10.9,35.9,2.7,1024.8,1033.6,8.5,12.83,6.01,11.8,5.1,8.4,43.5,6.695,0.114,5.6,7.5,431.0,6.348,2.778,2.707,0.033,0.017,9.6,32.214
½ÂÃÌº¸,2020-12-07,8.7,7.3,11.9,53.1,0.0,5.1,0.2,10.7,0.0,1.3,-0.2,69.9,6.1,1019.2,1028.0,1.2,6.24,5.93,11.7,3.4,7.9,54.1,7.082999999999998,0.092,3.6,7.2,448.0,6.853,2.709,3.3110000000000004,0.03,0.011000000000000001,7.0,12.027
½ÂÃÌº¸,2020-12-15,7.6,7.2,12.4,61.4,0.0,-2.7,-5.8,1.7,0.0,2.7,-12.7,46.9,2.3,1021.4,1030.5,9.2,12.75,5.89,12.3,3.9,8.1,65.5,8.345,0.105,4.1,7.2,485.0,8.326,5.018,2.781,0.024,0.005,10.8,17.108
½ÂÃÌº¸,2020-12-21,5.7,7.1,13.6,72.0,0.0,1.2,-3.1,7.0,0.0,0.8,-5.5,61.5,4.1,1020.8,1029.7,3.3,7.71,5.89,13.5,4.1,8.6,68.6,8.616,0.121,4.3,7.1,489.0,8.126,3.696,3.705,0.026,0.002,9.9,22.14
½ÂÃÌº¸,2021-01-04,5.9,7.0,13.0,66.8,0.0,1.2,-3.6,6.9,0.0,0.7,-3.7,71.8,4.7,1021.8,1030.7,5.8,10.07,6.05,12.7,5.8,8.5,66.9,9.644,0.272,7.2,7.0,631.0,9.393,5.148,3.405,0.097,0.074,10.7,10.306
½ÂÃÌº¸,2021-01-14,5.5,7.4,13.9,58.3,0.0,6.6,0.6,12.7,0.0,0.8,2.2,76.8,7.2,1012.3,1021.0,8.5,12.16,6.09,13.5,4.7,8.6,47.4,10.515999999999998,0.12,5.1,7.4,508.0,10.511,6.2,3.35,0.027000000000000003,0.007,10.9,13.2
½ÂÃÌº¸,2021-01-19,5.3,7.2,12.4,44.2,0.0,-1.3,-5.3,3.6,0.0,1.7,-12.3,46.0,2.4,1022.0,1031.0,9.4,14.39,5.96,12.4,3.9,7.7,49.4,10.447,0.218,4.0,7.2,478.0,9.364,6.558,2.79,0.065,0.063,8.3,12.458
½ÂÃÌº¸,2021-01-25,8.9,7.2,9.7,44.3,0.0,8.8,4.4,15.5,0.0,0.9,2.4,66.8,7.3,1016.3,1024.9,9.2,13.75,6.04,9.0,4.6,8.4,51.4,8.09,0.305,5.6,7.1,500.0,8.066,5.8660000000000005,2.1830000000000003,0.215,0.162,9.7,12.248
½ÂÃÌº¸,2021-02-01,7.7,7.3,12.2,62.6,0.0,8.3,4.1,10.3,11.6,1.7,6.8,90.6,10.1,1009.6,1018.2,0.0,4.36,5.88,12.1,4.8,8.7,63.5,9.422,0.15,5.3,7.2,484.0,8.83,5.695,3.112,0.032,0.009,12.5,31.74
½ÂÃÌº¸,2021-02-08,7.4,7.4,11.8,68.6,0.0,0.3,-1.7,3.9,0.0,1.9,-11.0,44.8,2.7,1019.5,1028.5,9.8,17.29,5.97,11.8,4.5,8.7,51.7,8.182,0.103,5.3,7.4,463.0,8.0,5.075,2.85,0.033,0.008,11.9,13.071
½ÂÃÌº¸,2021-02-15,10.5,7.6,14.3,69.2,0.0,3.9,0.2,9.0,0.6,1.8,-2.2,65.9,5.6,1005.3,1014.0,2.8,7.26,5.95,14.1,5.1,10.7,91.8,11.109000000000002,0.133,6.1,7.5,474.0,9.787,7.131,2.632,0.038,0.006,10.4,12.286
½ÂÃÌº¸,2021-02-22,9.9,7.3,12.8,55.6,0.0,10.5,3.0,19.0,0.0,1.3,2.7,62.1,7.9,1007.0,1015.4,9.9,16.61,5.98,12.2,4.4,9.0,52.7,9.629,0.127,5.6,7.2,584.0,9.603,5.933,3.347,0.032,0.007,12.1,11.338
½ÂÃÌº¸,2021-03-02,10.7,7.1,8.6,27.3,0.0,4.7,1.3,8.7,0.0,1.7,0.2,74.8,6.3,1015.6,1024.3,6.9,15.61,5.87,8.5,3.9,9.3,32.8,4.5680000000000005,0.28800000000000003,7.9,7.1,278.0,4.121,1.266,1.937,0.112,0.095,39.0,94.936
½ÂÃÌº¸,2021-03-08,11.8,7.1,10.9,77.3,0.0,8.6,5.0,16.1,0.0,1.5,1.5,66.1,7.0,1018.0,1026.6,8.8,19.79,5.92,10.6,4.9,8.3,73.6,5.285,0.162,4.5,7.1,289.0,4.841,1.5590000000000002,2.767,0.037000000000000005,0.016,17.9,18.705
½ÂÃÌº¸,2021-03-15,12.8,7.8,12.1,93.3,0.0,12.3,5.3,20.2,2.4,1.5,5.7,69.3,9.3,1008.5,1016.9,7.7,17.43,5.93,10.8,5.3,9.2,103.3,4.686,0.185,5.0,7.5,286.0,4.052,1.497,2.03,0.029,0.008,16.0,14.800999999999998
½ÂÃÌº¸,2021-03-22,12.8,6.8,10.0,106.4,0.0,7.5,3.7,12.6,0.0,1.9,-4.0,47.8,4.8,1014.1,1022.8,10.9,23.98,5.98,9.8,5.1,9.7,85.6,7.3679999999999986,0.18,5.5,6.8,350.0,6.332000000000002,3.917,2.002,0.04,0.016,17.6,13.0
½ÂÃÌº¸,2021-03-29,14.9,7.8,9.3,102.3,0.0,13.1,9.8,18.4,0.0,1.5,2.1,53.0,7.5,1001.2,1009.5,7.0,18.87,5.93,8.6,5.2,9.5,88.2,3.342,0.243,4.7,7.6,229.0,2.86,0.8220000000000001,1.7380000000000002,0.073,0.057,25.8,43.054
½ÂÃÌº¸,2021-04-05,15.3,7.6,8.1,142.4,0.0,12.4,7.1,19.4,0.0,1.1,2.0,56.3,7.3,1012.4,1020.9,11.6,26.75,5.55,7.4,5.9,8.9,127.3,4.454,0.181,4.4,7.5,268.0,4.127,1.882,1.531,0.029,0.013,24.0,20.02
½ÂÃÌº¸,2021-04-12,17.5,8.5,13.3,224.4,0.0,13.9,12.6,15.0,16.9,1.9,9.1,78.3,12.4,1009.7,1018.0,0.0,4.33,5.57,12.4,6.9,12.3,224.1,4.74,0.17,4.8,8.2,324.0,4.187,1.352,2.099,0.028,0.008,24.4,20.078
½ÂÃÌº¸,2021-04-19,15.4,8.8,16.4,234.1,0.0,12.8,4.8,21.0,0.0,0.8,1.6,53.4,7.0,1010.5,1018.9,12.3,28.14,5.51,14.2,6.8,13.6,228.3,5.667999999999998,0.166,4.5,8.3,341.0,4.707,1.614,2.456,0.029,0.004,22.7,11.673
½ÂÃÌº¸,2021-04-26,19.8,7.4,10.2,53.5,0.0,16.5,12.1,22.7,0.0,1.3,4.7,50.6,8.8,1012.6,1021.0,12.2,26.52,5.54,9.3,4.1,9.2,57.2,4.997,0.091,4.7,7.3,350.0,4.828,2.234,2.006,0.035,0.007,12.2,11.018
½ÂÃÌº¸,2021-05-03,17.1,7.1,7.3,80.7,0.0,15.6,7.6,23.8,0.0,1.3,6.9,61.9,10.0,1010.1,1018.5,10.5,28.3,5.52,6.4,4.8,11.2,77.4,4.657,0.226,6.8,7.0,319.0,4.301,2.47,1.222,0.107,0.066,11.8,13.686
½ÂÃÌº¸,2021-05-10,19.7,7.3,12.7,108.7,0.0,18.3,14.6,22.6,0.0,1.6,4.1,39.8,8.3,1003.4,1011.5,0.3,11.37,5.47,11.2,5.1,11.2,88.3,5.348,0.16,4.5,7.2,375.0,5.011,2.085,2.385,0.033,0.005,26.1,15.458
½ÂÃÌº¸,2021-05-17,20.8,6.6,4.4,16.6,0.0,15.9,14.4,18.1,1.4,1.3,15.5,98.1,17.7,999.5,1007.8,0.0,6.29,5.46,4.3,3.0,7.9,13.9,2.937,0.237,5.2,6.6,188.0,2.661,1.159,0.986,0.121,0.105,22.3,67.404
½ÂÃÌº¸,2021-05-24,23.5,8.1,14.4,186.5,0.0,19.9,15.4,24.9,0.4,1.1,13.4,68.9,15.6,1000.4,1008.5,8.9,25.07,5.47,11.2,6.9,11.9,177.9,3.966,0.168,7.5,7.4,303.0,3.359,0.7509999999999999,1.725,0.03,0.004,21.3,18.302
½ÂÃÌº¸,2021-06-01,25.0,8.6,17.0,136.3,0.0,23.5,17.1,29.6,0.0,0.9,12.2,51.3,14.4,1005.6,1013.7,11.8,27.42,5.42,12.4,5.3,14.0,122.0,4.005,0.172,8.6,7.6,307.0,3.3760000000000003,0.664,1.927,0.039,0.010,22.6,19.65
½ÂÃÌº¸,2021-06-07,24.0,7.1,9.9,126.7,0.0,24.1,17.4,30.3,0.0,0.9,14.1,56.3,16.1,1005.6,1013.6,10.6,25.55,5.43,9.1,5.0,11.8,95.8,3.5660000000000003,0.087,8.5,6.9,295.0,3.398,1.144,1.487,0.031,0.008,22.3,23.205
½ÂÃÌº¸,2021-06-14,26.4,6.6,7.6,81.7,0.0,23.4,18.9,27.5,0.0,1.5,20.0,82.3,23.4,997.8,1005.8,4.5,20.03,5.49,6.7,4.7,10.0,82.9,3.631,0.16699999999999998,7.7,6.4,265.0,3.1,1.223,1.225,0.051,0.029,16.8,18.557
½ÂÃÌº¸,2021-06-21,26.6,7.2,10.9,95.0,157.0,25.1,19.3,32.8,0.0,1.1,14.5,55.4,16.7,996.6,1004.5,12.7,30.89,5.44,8.8,7.1,12.5,96.6,3.503,0.079,5.9,6.7,296.0,3.418,0.989,1.423,0.034,0.007,15.1,21.329
½ÂÃÌº¸,2021-06-28,27.1,6.6,6.0,66.7,0.0,22.8,20.0,28.8,18.8,0.8,21.1,91.3,25.0,996.9,1004.9,5.0,15.34,5.48,5.3,7.0,12.8,60.2,3.221,0.145,7.4,6.5,316.0,3.068,1.222,1.266,0.075,0.049,10.9,40.963
½ÂÃÌº¸,2021-07-05,24.8,6.8,4.7,25.4,0.0,21.9,20.1,23.1,29.1,1.1,21.6,98.6,25.9,1001.7,1009.7,0.0,5.21,5.45,4.5,4.4,9.2,25.1,2.635,0.197,6.8,6.7,225.0,2.321,0.885,0.903,0.129,0.115,14.7,52.544
½ÂÃÌº¸,2021-07-12,27.8,6.6,8.0,53.2,66.0,28.1,24.9,32.4,0.0,1.8,25.7,87.5,33.0,1002.2,1010.1,6.3,21.16,5.48,7.6,6.8,7.3,60.3,3.04,0.087,4.9,6.5,231.0,2.779,0.527,1.71,0.036000000000000004,0.026,8.6,30.856
½ÂÃÌº¸,2021-07-19,29.2,7.2,8.2,72.2,63.0,27.8,24.1,32.5,0.0,1.2,23.4,78.4,28.8,1004.7,1012.6,7.9,20.79,5.5,7.5,5.6,8.8,75.5,2.867,0.16699999999999998,5.2,7.0,272.0,2.6460000000000004,0.7140000000000001,1.005,0.087,0.066,16.3,22.387
½ÂÃÌº¸,2021-07-26,29.3,7.8,9.8,136.4,98.0,28.3,24.7,32.8,0.0,1.6,21.5,67.3,25.6,995.9,1003.8,8.3,20.25,5.47,9.5,5.9,9.6,142.8,3.985,0.14300000000000002,7.3,7.7,349.0,3.667,0.8009999999999999,1.754,0.04,0.018,19.7,10.131
½ÂÃÌº¸,2021-08-02,29.1,6.7,4.2,129.9,822.0,26.9,24.5,30.4,45.3,0.8,26.2,96.1,34.1,995.4,1003.3,2.4,12.71,5.58,3.3,7.5,11.6,134.8,3.434,0.195,6.7,6.7,278.0,3.1180000000000003,1.6769999999999998,0.841,0.075,0.052,18.5,53.06100000000001
½ÂÃÌº¸,2021-08-09,28.3,6.7,6.3,58.3,491.0,27.2,22.7,33.0,0.0,1.0,23.3,81.3,28.7,995.1,1003.0,10.1,25.99,5.64,4.5,5.9,8.8,54.2,2.4930000000000003,0.165,5.9,6.5,223.0,2.261,0.889,0.856,0.085,0.067,18.1,30.396
½ÂÃÌº¸,2021-08-17,28.3,7.0,8.6,86.0,661.0,25.5,20.4,30.7,17.2,1.6,20.0,73.9,23.5,1000.4,1008.3,9.5,24.47,5.67,6.8,8.8,9.2,108.8,3.207,0.225,6.7,6.9,259.0,2.873,1.221,1.079,0.117,0.104,13.6,15.5
½ÂÃÌº¸,2021-09-06,24.2,6.7,6.9,18.5,510.0,21.2,18.0,23.1,2.1,1.7,19.9,93.3,23.4,1007.0,1015.1,0.0,6.07,5.51,6.8,2.5,5.1,15.4,2.852,0.107,3.9,6.7,232.0,2.779,0.618,1.654,0.069,0.064,7.4,42.188
½ÂÃÌº¸,2021-09-13,26.1,7.2,9.7,57.1,89.0,24.2,20.6,28.8,0.0,1.8,18.0,69.8,20.7,1006.7,1014.8,4.0,15.62,5.53,9.7,3.9,6.3,62.9,3.208,0.07400000000000001,4.7,7.1,291.0,3.0610000000000004,0.7929999999999999,1.814,0.023,0.008,8.5,23.149
½ÂÃÌº¸,2021-09-23,25.1,7.0,8.4,25.2,2018.0,21.5,17.8,26.6,0.0,1.1,15.7,72.6,18.0,1009.7,1017.8,10.1,21.43,5.45,7.3,4.0,7.3,20.6,2.289,0.109,5.2,6.8,239.0,1.936,0.165,1.314,0.066,0.064,8.7,24.27
½ÂÃÌº¸,2021-09-27,24.7,7.0,9.5,44.3,1206.0,23.0,19.1,26.5,0.0,1.4,17.9,73.8,20.5,1006.8,1014.9,3.4,12.17,5.46,9.1,5.7,7.6,24.2,3.828,0.097,5.8,7.0,318.0,3.602,1.078,1.813,0.028,0.010,10.0,15.140999999999998
½ÂÃÌº¸,2021-10-05,25.4,7.8,11.9,94.5,1003.0,24.4,19.9,30.4,0.0,0.9,21.2,84.1,25.1,1013.1,1021.2,9.5,18.9,5.51,9.9,5.7,7.6,89.9,3.603,0.099,5.7,7.3,351.0,3.3510000000000004,0.491,2.1630000000000003,0.03,0.013,12.2,9.803
½ÂÃÌº¸,2021-10-12,22.9,6.9,4.8,47.0,617.0,17.4,15.7,18.8,5.9,1.6,17.2,98.9,19.6,1014.2,1022.5,0.0,3.81,5.41,4.2,5.1,8.2,53.9,5.22,0.221,5.9,6.6,378.0,4.993,2.027,2.095,0.145,0.137,14.5,24.497
½ÂÃÌº¸,2021-10-18,16.3,7.2,9.9,34.3,0.0,11.4,3.6,19.1,0.0,1.3,1.6,53.1,7.1,1014.9,1023.5,9.9,19.2,5.51,9.1,6.2,7.2,49.2,4.033,0.238,6.3,7.0,316.0,3.819,1.304,1.824,0.147,0.143,12.0,10.862
½ÂÃÌº¸,2021-10-25,17.3,8.3,17.2,112.9,0.0,13.1,8.1,19.5,0.0,0.8,7.2,70.8,10.2,1014.0,1022.5,9.8,17.03,5.51,16.1,6.9,10.8,91.6,5.178,0.095,7.2,8.2,397.0,4.86,0.711,3.353,0.024,0.008,15.8,11.017
½ÂÃÌº¸,2021-11-01,17.0,7.1,10.5,52.2,0.0,14.5,10.8,20.0,0.0,0.6,10.7,80.0,12.9,1015.6,1024.0,8.3,13.22,5.45,10.2,5.3,7.8,64.1,5.122000000000001,0.07400000000000001,5.7,7.0,423.0,4.923,1.1,2.899,0.023,0.002,10.7,9.715
½ÂÃÌº¸,2021-11-08,17.0,7.2,11.2,75.2,0.0,11.6,7.4,18.5,21.2,2.3,8.5,82.1,11.4,1006.0,1014.5,1.0,4.73,5.51,11.2,5.7,8.3,70.5,5.4110000000000005,0.09,6.1,7.2,428.0,5.246,1.385,3.026,0.024,0.006,14.4,22.28
