수온(℃),pH,DO(㎎/L),Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),평균 해면기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2)
11.6,7.3,11.3,7.2,0.0,3.5,-0.7,10.5,2.5,3.0,-1.6,70.4,5.6,1008.3,1017.3,3.5,4.87
7.9,7.1,10.3,15.9,0.0,1.7,-0.9,6.6,2.5,2.6,-2.7,73.8,5.1,1020.7,1029.9,6.6,7.9
5.4,7.2,11.3,23.4,0.0,4.0,-1.5,9.5,0.5,1.5,-2.1,66.5,5.3,1016.9,1026.0,4.6,7.59
4.6,7.4,12.7,19.4,0.0,2.7,-1.7,8.1,0.0,1.0,-1.7,73.5,5.4,1017.8,1026.9,2.4,2.0
4.4,7.1,13.3,14.5,0.0,4.5,0.6,9.3,0.3,1.1,0.0,73.1,6.1,1007.8,1016.8,6.1,7.64
5.3,7.0,12.8,3.3,0.0,5.2,-2.0,12.2,12.0,1.0,1.6,80.1,7.0,1007.8,1016.7,3.9,7.03
4.8,7.0,11.5,5.5,0.0,3.3,-3.1,9.3,0.0,0.7,-5.5,53.3,4.1,1024.3,1033.5,5.2,8.93
5.3,7.0,12.9,7.7,0.0,2.6,-2.9,8.7,0.0,1.8,-6.5,52.8,3.8,1018.0,1027.1,8.5,11.34
7.1,6.4,10.3,12.0,0.0,6.7,3.3,9.5,1.0,1.4,5.0,89.4,8.9,1011.3,1020.2,0.0,1.55
5.5,7.1,12.0,15.3,0.0,1.6,-3.0,9.0,0.0,1.2,-7.6,53.3,3.5,1022.1,1031.3,8.5,12.7
5.3,7.3,15.3,21.6,0.0,3.6,-1.3,9.3,0.0,2.4,-4.0,58.9,4.6,1012.0,1021.1,8.0,11.87
7.1,6.9,11.7,28.8,0.0,7.1,5.6,8.0,4.5,1.8,5.2,87.8,8.8,1005.5,1014.3,0.0,1.07
8.2,7.2,11.3,45.9,0.0,3.6,0.6,9.9,0.0,1.9,-4.3,57.5,4.4,1011.9,1020.9,7.4,14.68
8.0,6.8,12.7,55.4,0.0,4.4,-1.6,11.5,0.0,1.4,-7.1,48.1,3.7,1011.5,1020.5,10.5,18.7
8.3,7.3,13.8,91.5,0.0,-1.0,-4.1,2.4,0.0,3.5,-11.8,46.0,2.6,1018.0,1027.2,9.9,20.14
8.2,7.8,13.6,121.6,0.0,5.1,-0.9,11.7,0.0,2.1,-9.0,39.5,3.2,1012.8,1021.8,10.5,19.87
9.2,7.6,12.8,73.4,0.0,12.8,3.6,22.1,0.0,1.3,-2.9,36.6,5.0,1011.7,1020.5,9.9,17.95
13.5,7.8,11.2,142.0,0.0,5.7,0.9,13.3,0.0,1.5,-5.7,46.6,4.0,1022.7,1031.8,11.4,21.7
13.1,8.2,13.4,150.5,0.0,8.4,-0.3,18.9,0.0,1.5,-6.1,40.4,3.9,1024.5,1033.5,11.7,21.99
13.0,7.6,9.4,136.8,0.0,15.3,7.6,23.3,0.0,2.2,5.9,58.4,9.4,1010.2,1018.8,10.6,20.09
14.4,7.0,3.4,9.1,0.0,8.1,4.5,15.5,0.0,1.6,2.1,67.1,7.1,1014.9,1023.8,3.7,13.49
15.3,7.3,9.0,75.5,0.0,7.8,5.8,13.9,14.5,1.7,4.3,79.8,8.3,1000.2,1009.0,4.7,11.62
15.6,7.3,9.1,97.7,0.0,13.5,10.9,17.1,10.5,1.7,12.1,91.8,14.2,997.4,1006.0,0.0,2.16
18.0,7.2,8.3,41.5,0.0,19.0,10.9,27.7,0.0,1.8,1.9,36.1,7.2,1006.5,1015.0,12.4,23.86
20.2,6.9,7.6,65.7,0.0,15.1,9.9,21.7,0.0,2.3,3.2,51.1,8.5,1002.8,1011.3,10.7,23.68
19.7,6.9,2.6,55.4,0.0,17.6,14.4,21.6,19.0,3.2,12.1,72.3,14.3,1002.4,1010.9,0.0,7.48
21.2,6.9,5.7,49.0,0.0,18.8,13.5,26.4,0.0,1.8,13.2,72.3,15.2,998.8,1007.2,10.0,23.45
22.5,7.4,9.7,55.1,0.0,22.6,13.3,33.1,0.0,1.4,6.7,41.0,9.9,1003.3,1011.6,13.3,28.19
24.4,7.0,9.8,46.8,0.0,21.6,18.7,26.3,0.0,1.2,15.1,67.3,17.2,999.8,1008.1,0.7,9.81
23.5,6.8,8.4,56.6,0.0,19.8,17.2,24.3,3.5,1.3,16.1,80.1,18.4,999.4,1007.8,0.0,5.68
24.0,6.4,3.4,15.4,0.0,23.3,20.2,29.4,0.0,1.5,17.6,72.1,20.1,997.3,1005.6,7.4,17.76
23.7,6.3,5.0,30.0,0.0,24.3,19.0,29.9,0.0,1.3,17.9,68.9,20.5,1002.2,1010.5,7.8,20.91
24.0,6.8,7.2,74.4,0.0,24.0,20.8,28.3,0.0,1.5,19.8,78.5,23.1,999.0,1007.2,2.2,15.62
26.0,7.7,9.3,82.0,4825.0,23.0,19.3,26.3,0.0,1.2,18.3,75.3,21.0,1002.9,1011.2,2.9,14.15
23.9,7.0,5.9,8.7,0.0,25.8,21.0,30.7,0.0,1.4,22.2,81.9,26.9,996.3,1004.5,7.8,23.03
27.0,7.6,6.8,69.1,3525.0,26.7,24.5,30.3,0.0,1.1,24.4,87.9,30.6,1000.0,1008.2,0.4,10.27
27.8,7.6,6.5,68.1,2000.0,26.3,24.8,30.8,4.2,1.3,24.8,92.1,31.4,1000.7,1008.9,0.7,10.0
30.3,7.4,7.9,64.2,4425.0,28.4,24.4,33.2,0.0,2.5,23.0,73.8,28.0,1002.1,1010.3,12.9,27.61
29.6,7.1,4.7,79.9,4075.0,27.2,23.2,32.2,0.0,1.0,22.2,75.1,26.7,1001.4,1009.6,4.5,19.63
27.5,7.5,6.9,60.5,5375.0,26.1,22.7,32.0,3.7,1.5,22.4,82.8,27.3,999.3,1007.5,8.7,23.6
25.3,6.9,5.9,30.8,0.0,22.5,21.4,26.0,15.7,1.4,20.9,91.5,24.7,991.0,999.2,0.0,8.44
26.3,7.5,8.3,64.4,0.0,25.5,20.5,30.2,0.0,0.9,20.3,74.8,23.8,1002.6,1010.8,7.3,17.11
24.7,6.9,4.7,28.6,0.0,21.9,17.2,27.6,0.0,2.3,13.3,60.0,15.3,1006.2,1014.5,11.7,25.07
23.9,7.6,11.8,95.2,0.0,20.8,14.9,27.2,0.0,1.0,12.6,61.4,14.6,1012.8,1021.2,8.3,19.95
24.0,7.2,8.8,17.1,0.0,22.7,18.3,29.2,0.0,1.4,15.0,66.8,17.4,1007.2,1015.6,10.0,20.32
23.2,7.0,6.9,11.4,0.0,19.3,17.2,22.3,1.5,1.3,15.4,79.3,17.6,1012.4,1020.9,0.0,4.77
20.5,7.0,6.1,20.3,0.0,20.0,15.0,26.4,0.0,0.9,10.8,58.8,13.0,1014.6,1023.1,9.7,19.01
19.9,7.4,12.7,71.2,0.0,15.0,11.9,19.2,1.2,1.3,9.7,73.4,12.1,1010.3,1018.9,5.4,12.62
19.9,7.0,7.8,35.8,0.0,19.1,12.7,26.5,0.0,0.9,11.7,66.3,13.8,1008.4,1016.8,9.1,14.29
19.9,6.7,8.9,27.9,0.0,16.9,11.9,22.5,0.0,1.9,8.8,60.4,11.3,1011.3,1019.9,7.8,14.16
15.5,6.7,5.0,22.1,0.0,10.4,5.4,16.0,0.0,0.9,5.8,75.4,9.3,1015.5,1024.3,7.0,10.87
16.9,6.7,5.5,29.1,0.0,13.6,11.6,16.0,1.5,1.1,12.2,92.0,14.3,1009.8,1018.5,0.0,3.94
15.4,6.8,6.0,23.3,0.0,15.9,14.6,19.1,0.0,1.1,14.9,94.3,16.9,1008.8,1017.4,1.7,4.54
14.5,6.6,6.7,17.6,0.0,10.1,8.1,12.6,0.0,1.5,4.4,69.5,8.5,1015.4,1024.2,3.5,9.12
9.7,6.4,8.7,7.3,0.0,7.5,1.3,14.2,0.0,0.7,2.7,74.6,7.4,1015.8,1024.7,8.8,10.84
8.8,6.6,8.0,5.2,0.0,3.7,-1.4,11.3,0.0,0.9,-3.8,61.3,4.6,1021.0,1030.2,9.2,11.23
10.7,6.4,8.4,6.2,0.0,8.1,6.1,11.0,1.4,1.5,3.1,71.5,7.8,1010.7,1019.6,2.5,5.98
8.0,6.8,10.3,10.1,0.0,6.4,3.7,11.2,1.7,0.9,4.2,87.5,8.3,1017.8,1026.8,3.2,5.51
4.6,7.2,15.4,28.8,0.0,2.5,-1.9,8.9,1.5,2.7,-5.7,57.1,4.5,1007.7,1016.7,8.4,11.8
4.5,6.9,12.7,28.1,0.0,-0.1,-4.1,5.4,0.0,2.1,-10.9,46.0,2.7,1025.1,1034.3,9.3,12.09
4.2,7.0,13.4,34.2,0.0,3.3,-0.3,7.9,0.0,2.1,-4.4,58.4,4.5,1015.5,1024.6,6.7,9.04
5.1,7.2,15.1,57.6,0.0,0.5,-3.4,4.0,0.0,1.9,-6.2,61.4,3.9,1016.1,1025.2,6.4,9.77
4.9,8.1,15.5,55.2,0.0,1.5,-3.2,8.1,0.0,1.0,-5.9,60.3,4.0,1020.0,1029.2,8.6,11.68
4.5,6.7,16.5,74.6,0.0,-3.1,-8.7,1.2,0.0,2.2,-12.4,51.6,2.5,1020.1,1029.5,8.8,14.82
5.5,7.8,17.6,123.7,0.0,7.1,5.6,8.0,4.5,1.8,5.2,87.8,8.8,1005.5,1014.3,0.0,1.07
6.2,7.3,14.7,82.3,0.0,3.6,0.6,9.9,0.0,1.9,-4.3,57.5,4.4,1011.9,1020.9,7.4,14.68
7.0,8.0,16.7,117.7,0.0,4.1,2.1,9.6,4.0,1.5,-0.8,71.5,5.9,1005.7,1014.7,2.7,7.52
7.0,8.1,14.5,114.4,0.0,1.8,-3.7,7.9,0.0,2.3,-10.6,42.1,2.8,1017.1,1026.3,6.6,15.92
7.3,8.3,15.5,120.0,0.0,-1.0,-4.1,2.4,0.0,3.5,-11.8,46.0,2.6,1018.0,1027.2,9.9,20.14
7.3,8.5,13.8,125.7,0.0,5.1,-0.9,11.7,0.0,2.1,-9.0,39.5,3.2,1012.8,1021.8,10.5,19.87
8.0,8.3,13.4,91.2,0.0,14.6,6.1,22.9,0.0,1.0,-0.6,40.1,5.9,1008.3,1016.9,6.9,15.8
10.8,8.1,12.5,46.0,0.0,5.8,0.6,11.9,0.0,2.8,-9.6,35.5,3.1,1018.6,1027.6,11.2,22.05
13.3,8.2,13.8,44.2,0.0,15.2,12.3,16.8,0.0,1.6,11.4,78.0,13.5,1006.2,1014.8,0.0,1.38
13.6,7.2,6.6,21.4,0.0,8.1,4.5,15.5,0.0,1.6,2.1,67.1,7.1,1014.9,1023.8,3.7,13.49
15.3,7.7,10.9,73.6,0.0,11.6,8.0,15.1,7.5,3.5,5.8,69.0,9.3,1007.1,1015.8,0.0,5.51
15.1,7.3,7.7,47.8,0.0,14.3,8.2,23.0,0.0,1.3,2.8,53.9,7.9,1007.9,1016.5,9.3,23.08
17.5,8.2,13.5,45.9,0.0,17.0,14.7,23.8,22.5,2.2,12.8,77.5,14.9,1004.2,1012.7,1.5,7.14
18.9,6.9,5.5,29.2,0.0,15.1,9.9,21.7,0.0,2.3,3.2,51.1,8.5,1002.8,1011.3,10.7,23.68
19.5,7.3,6.8,23.5,0.0,17.6,14.4,21.6,19.0,3.2,12.1,72.3,14.3,1002.4,1010.9,0.0,7.48
20.6,7.1,6.5,6.3,0.0,18.8,13.5,26.4,0.0,1.8,13.2,72.3,15.2,998.8,1007.2,10.0,23.45
21.5,7.9,8.4,55.6,0.0,22.6,13.3,33.1,0.0,1.4,6.7,41.0,9.9,1003.3,1011.6,13.3,28.19
23.3,7.7,6.8,50.7,975.0,21.6,18.7,26.3,0.0,1.2,15.1,67.3,17.2,999.8,1008.1,0.7,9.81
23.7,8.0,9.6,72.7,1350.0,19.8,17.2,24.3,3.5,1.3,16.1,80.1,18.4,999.4,1007.8,0.0,5.68
24.3,7.2,6.9,40.5,325.0,23.3,20.2,29.4,0.0,1.5,17.6,72.1,20.1,997.3,1005.6,7.4,17.76
24.9,7.4,7.0,48.4,475.0,24.3,19.0,29.9,0.0,1.3,17.9,68.9,20.5,1002.2,1010.5,7.8,20.91
24.0,6.8,4.2,12.6,0.0,24.0,20.8,28.3,0.0,1.5,19.8,78.5,23.1,999.0,1007.2,2.2,15.62
24.9,8.3,8.3,66.3,3525.0,23.0,19.3,26.3,0.0,1.2,18.3,75.3,21.0,1002.9,1011.2,2.9,14.15
23.0,6.7,6.3,9.5,0.0,25.8,21.0,30.7,0.0,1.4,22.2,81.9,26.9,996.3,1004.5,7.8,23.03
27.2,8.5,10.5,39.9,7675.0,26.7,24.5,30.3,0.0,1.1,24.4,87.9,30.6,1000.0,1008.2,0.4,10.27
27.7,7.5,7.0,14.1,8325.0,26.3,24.8,30.8,4.2,1.3,24.8,92.1,31.4,1000.7,1008.9,0.7,10.0
29.4,8.4,9.7,66.1,17225.0,28.4,24.4,33.2,0.0,2.5,23.0,73.8,28.0,1002.1,1010.3,12.9,27.61
29.8,9.0,10.7,21.1,8400.0,29.7,25.1,34.9,0.0,1.2,23.4,70.8,28.8,1003.4,1011.5,9.4,22.81
30.0,8.6,8.0,40.9,12425.0,27.2,23.2,32.2,0.0,1.0,22.2,75.1,26.7,1001.4,1009.6,4.5,19.63
28.6,7.8,5.4,46.9,2000.0,23.8,19.7,28.6,1.6,3.1,21.8,89.1,26.2,995.4,1003.5,1.6,11.84
28.2,7.7,5.5,20.2,29350.0,26.1,22.7,32.0,3.7,1.5,22.4,82.8,27.3,999.3,1007.5,8.7,23.6
28.1,8.3,6.4,26.5,45900.0,26.2,22.9,29.5,0.0,1.5,21.1,74.3,25.0,1004.4,1012.6,2.2,14.01
26.2,7.1,5.7,17.2,700.0,22.5,21.4,26.0,15.7,1.4,20.9,91.5,24.7,991.0,999.2,0.0,8.44
25.5,7.3,6.5,29.0,1375.0,23.3,20.1,28.3,5.2,1.7,20.8,86.6,24.6,1000.4,1008.6,6.0,16.5
26.1,8.5,9.6,43.2,6950.0,25.5,20.5,30.2,0.0,0.9,20.3,74.8,23.8,1002.6,1010.8,7.3,17.11
25.4,7.1,6.0,22.1,0.0,21.9,17.2,27.6,0.0,2.3,13.3,60.0,15.3,1006.2,1014.5,11.7,25.07
24.5,7.7,9.0,45.2,2775.0,20.8,14.9,27.2,0.0,1.0,12.6,61.4,14.6,1012.8,1021.2,8.3,19.95
23.6,7.4,7.8,34.8,1025.0,22.7,18.3,29.2,0.0,1.4,15.0,66.8,17.4,1007.2,1015.6,10.0,20.32
23.8,8.2,12.5,67.7,5150.0,19.3,17.2,22.3,1.5,1.3,15.4,79.3,17.6,1012.4,1020.9,0.0,4.77
20.8,7.1,6.0,7.1,0.0,20.0,15.0,26.4,0.0,0.9,10.8,58.8,13.0,1014.6,1023.1,9.7,19.01
19.9,7.2,8.5,27.5,0.0,15.0,11.9,19.2,1.2,1.3,9.7,73.4,12.1,1010.3,1018.9,5.4,12.62
19.4,7.8,10.0,43.6,875.0,19.1,12.7,26.5,0.0,0.9,11.7,66.3,13.8,1008.4,1016.8,9.1,14.29
19.4,7.4,9.7,34.2,575.0,16.9,11.9,22.5,0.0,1.9,8.8,60.4,11.3,1011.3,1019.9,7.8,14.16
16.6,7.6,10.0,54.7,1450.0,10.4,5.4,16.0,0.0,0.9,5.8,75.4,9.3,1015.5,1024.3,7.0,10.87
16.0,6.7,7.6,37.3,0.0,13.6,11.6,16.0,1.5,1.1,12.2,92.0,14.3,1009.8,1018.5,0.0,3.94
15.2,6.9,6.5,18.4,0.0,15.9,14.6,19.1,0.0,1.1,14.9,94.3,16.9,1008.8,1017.4,1.7,4.54
14.7,6.7,5.9,13.3,0.0,10.1,8.1,12.6,0.0,1.5,4.4,69.5,8.5,1015.4,1024.2,3.5,9.12
11.4,7.0,8.6,22.2,0.0,7.5,1.3,14.2,0.0,0.7,2.7,74.6,7.4,1015.8,1024.7,8.8,10.84
8.8,6.2,9.1,13.6,0.0,3.7,-1.4,11.3,0.0,0.9,-3.8,61.3,4.6,1021.0,1030.2,9.2,11.23
9.3,6.9,9.8,16.3,0.0,8.1,6.1,11.0,1.4,1.5,3.1,71.5,7.8,1010.7,1019.6,2.5,5.98
8.4,6.5,9.1,17.0,0.0,6.4,3.7,11.2,1.7,0.9,4.2,87.5,8.3,1017.8,1026.8,3.2,5.51
7.7,6.8,11.8,16.9,0.0,6.4,2.3,11.4,0.0,1.3,0.0,66.5,6.3,1014.3,1023.3,7.8,9.61
7.5,7.5,12.7,36.9,0.0,1.5,-0.9,5.3,0.0,2.3,-8.2,48.8,3.3,1017.0,1026.2,7.7,10.82
7.0,7.4,13.6,38.9,0.0,-0.8,-4.4,3.2,4.1,1.9,-3.1,84.9,5.0,1006.7,1015.8,1.6,5.51
4.2,7.0,13.1,21.2,0.0,2.6,0.4,4.8,11.5,1.9,0.7,87.6,6.5,1017.6,1026.7,0.0,2.78
4.2,6.7,11.3,13.3,0.0,-2.1,-5.7,2.3,0.0,2.2,-10.7,52.6,2.7,1019.5,1028.8,9.7,14.76
6.3,7.1,13.2,14.7,0.0,10.9,4.0,17.1,0.0,2.4,1.6,53.3,7.1,1015.4,1024.2,4.2,11.55
8.8,7.2,10.2,16.0,0.0,-2.1,-4.2,0.8,4.2,1.9,-6.6,73.5,3.8,1013.5,1022.8,5.8,12.42
7.8,6.8,11.5,13.1,0.0,3.5,0.3,6.0,0.0,1.1,-7.8,44.1,3.4,1021.3,1030.4,0.2,5.99
7.3,7.5,13.9,44.5,0.0,-1.1,-3.5,1.5,2.8,2.3,-7.5,63.0,3.6,1018.2,1027.5,3.3,9.95
12.1,7.0,8.3,5.7,0.0,11.9,6.9,18.6,0.0,1.0,5.2,65.1,8.9,1009.4,1018.1,4.4,10.52
8.3,6.7,12.6,15.6,0.0,4.9,1.5,9.9,0.0,2.1,-2.3,61.1,5.2,1013.7,1022.7,8.4,18.34
12.8,7.1,8.6,59.8,0.0,10.1,4.3,18.0,0.0,1.0,2.7,62.9,7.4,1014.8,1023.6,10.9,21.4
13.0,8.0,12.2,104.5,0.0,9.8,1.0,18.8,0.0,1.8,-1.5,50.3,5.7,1013.8,1022.7,11.5,22.94
15.7,7.6,13.6,82.1,0.0,13.4,10.7,17.8,0.8,2.0,9.9,80.5,12.4,1004.8,1013.4,1.0,10.4
16.3,7.7,10.0,107.0,0.0,14.5,10.4,22.4,0.0,1.9,8.1,68.5,10.9,1009.7,1018.3,9.0,22.04
16.2,6.8,8.4,36.7,0.0,13.3,9.7,17.5,0.0,2.5,7.0,67.0,10.1,1008.7,1017.4,7.2,18.15
18.0,6.5,7.9,31.2,0.0,18.6,11.2,27.4,0.0,1.2,5.9,46.5,9.3,1008.6,1017.1,11.4,26.14
19.1,6.7,8.5,39.0,0.0,19.2,14.7,25.2,18.2,3.1,15.1,78.6,17.4,1004.1,1012.5,5.6,15.18
19.4,6.2,8.3,49.0,0.0,17.1,15.6,19.4,0.0,1.1,11.2,70.6,13.6,1002.6,1011.1,0.0,6.53
21.2,6.9,13.2,139.2,0.0,15.6,10.0,21.9,5.3,1.7,6.5,60.6,9.9,1003.9,1012.4,10.8,28.03
23.8,7.5,10.9,51.5,0.0,23.2,16.9,29.5,0.0,2.3,11.9,52.0,14.1,1004.7,1013.0,12.2,27.78
23.3,7.1,6.2,50.3,0.0,22.3,15.3,29.9,0.0,1.0,14.1,61.9,16.1,999.3,1007.6,12.3,29.61
22.4,6.4,5.9,22.7,350.0,21.4,18.7,25.2,3.7,0.8,18.7,85.5,21.5,1002.4,1010.7,1.4,12.38
24.6,7.2,10.1,73.7,700.0,24.1,20.6,30.4,0.0,1.4,19.6,78.5,22.8,994.1,1002.3,8.9,25.37
25.4,7.0,7.5,57.5,1700.0,22.9,21.4,24.4,19.4,1.6,22.4,97.1,27.0,998.1,1006.4,0.0,6.34
24.6,6.9,5.1,15.5,0.0,22.3,19.3,25.7,0.0,1.3,18.2,78.6,20.9,1002.0,1010.3,2.5,10.6
23.1,6.6,6.7,2.3,0.0,26.9,24.9,30.9,47.5,4.1,25.5,92.6,32.7,1003.7,1011.9,5.4,16.71
27.2,7.3,5.5,59.5,3100.0,26.5,24.4,30.1,1.0,1.0,24.7,90.5,31.1,996.0,1004.2,0.3,9.41
25.5,6.5,5.3,39.4,0.0,25.2,20.1,30.0,0.0,1.3,20.9,78.9,24.8,1001.9,1010.1,10.5,24.19
29.0,7.2,8.5,45.5,6840.0,29.6,26.0,33.9,0.0,1.7,24.9,77.6,31.6,1002.9,1011.0,7.9,19.79
30.1,6.7,2.6,39.7,8600.0,30.0,25.6,35.7,0.0,1.1,23.9,71.9,29.7,1001.9,1010.0,11.8,26.46
29.1,7.1,3.4,90.1,3525.0,27.9,24.2,34.8,18.2,1.2,25.3,87.5,32.2,999.1,1007.2,7.6,21.46
29.0,6.5,1.7,82.3,1875.0,30.6,25.2,36.7,0.0,1.1,24.4,72.0,30.6,1001.5,1009.5,12.5,26.72
30.1,6.9,4.1,69.5,27380.0,28.7,25.0,34.9,0.0,1.0,23.4,76.0,28.9,993.7,1001.7,10.4,24.14
29.9,7.1,4.2,62.9,18060.0,28.9,24.1,34.7,0.0,1.3,24.5,79.3,30.8,997.4,1005.5,6.9,19.11
30.2,6.6,5.8,53.0,18700.0,29.8,25.7,35.7,0.0,1.2,24.7,76.3,31.1,998.0,1006.1,10.9,22.68
29.9,6.9,6.2,42.7,18960.0,28.8,24.2,35.0,0.0,1.2,21.8,68.3,26.3,997.5,1005.5,11.1,23.46
25.4,6.8,5.5,52.8,0.0,21.9,16.6,27.1,0.0,1.9,15.5,69.8,17.7,994.1,1002.3,11.6,24.55
24.4,6.7,9.2,97.0,0.0,26.5,22.6,32.2,0.0,3.8,19.6,67.8,22.9,994.7,1002.8,10.6,21.16
25.2,7.6,5.9,90.4,0.0,26.2,23.1,30.7,0.0,1.0,22.7,83.0,27.7,1001.8,1010.0,5.1,15.97
25.5,6.8,4.4,50.0,0.0,23.9,18.8,30.6,0.0,1.3,19.1,76.6,22.1,999.3,1007.5,10.0,20.62
25.3,6.3,5.0,31.9,400.0,23.1,20.3,27.9,3.2,1.3,20.0,84.5,23.4,1007.9,1016.2,5.0,14.91
21.8,6.6,6.8,3.4,0.0,21.2,16.3,26.6,0.0,2.5,11.7,56.9,13.8,1006.4,1014.7,11.0,22.03
23.5,7.6,9.4,72.2,0.0,23.7,21.0,28.6,2.0,1.2,21.3,87.4,25.4,1007.4,1015.7,1.8,11.14
22.9,6.5,4.0,10.5,0.0,23.5,18.6,31.1,5.4,2.1,20.0,83.1,23.3,1004.5,1012.8,6.6,17.0
17.9,6.7,7.2,6.6,0.0,14.8,10.1,19.5,0.0,1.3,8.0,65.0,10.8,1011.6,1020.2,3.8,12.81
18.1,6.5,9.7,4.1,0.0,18.1,13.6,23.9,0.0,1.0,14.3,81.0,16.3,1011.0,1019.5,5.1,12.78
19.0,6.4,7.3,12.3,0.0,16.0,12.4,19.7,0.6,1.6,12.1,79.1,14.1,1008.6,1017.1,0.1,9.06
14.6,7.5,6.7,8.9,0.0,6.6,3.0,10.1,0.0,2.5,-2.4,53.8,5.2,1021.1,1030.1,9.9,15.74
14.0,6.6,9.8,34.4,0.0,15.0,9.8,20.6,0.0,1.3,9.6,72.1,11.9,1014.7,1023.4,5.5,11.11
13.6,6.8,11.6,62.8,0.0,15.8,14.4,17.3,2.5,1.2,15.5,98.0,17.6,1007.4,1016.0,0.0,3.79
14.3,7.2,11.2,65.9,0.0,13.8,9.8,17.3,0.0,0.8,10.3,80.3,12.6,1008.9,1017.5,0.1,4.25
9.6,7.0,14.6,69.2,0.0,6.0,2.4,9.5,0.0,1.8,-1.6,58.9,5.5,1019.1,1028.2,8.7,11.55
9.0,6.8,9.1,34.1,0.0,9.3,5.8,15.0,0.0,1.1,4.9,75.8,8.7,1010.8,1019.6,3.2,7.06
8.0,6.9,13.2,63.5,0.0,6.9,1.7,12.2,0.3,0.6,-0.5,61.1,6.3,1014.3,1023.3,2.4,6.05
7.4,7.1,11.8,40.3,0.0,10.2,6.8,13.3,8.5,0.5,10.0,98.5,12.4,1015.2,1024.0,0.1,3.51
8.8,7.0,9.6,48.2,0.0,6.1,4.0,7.9,11.6,1.9,5.5,96.8,9.1,1011.0,1020.0,0.0,2.05
6.8,7.7,15.6,86.9,0.0,6.4,2.3,11.4,0.0,1.3,0.0,66.5,6.3,1014.3,1023.3,7.8,9.61
6.2,8.3,16.1,120.5,0.0,1.2,-0.2,4.8,0.3,0.8,-1.8,81.0,5.4,1014.8,1023.9,1.7,5.92
5.8,8.1,14.2,114.7,0.0,1.5,-0.9,5.3,0.0,2.3,-8.2,48.8,3.3,1017.0,1026.2,7.7,10.82
5.6,8.3,14.5,121.7,0.0,1.0,-1.3,4.5,2.1,2.0,-4.1,70.8,4.6,1012.6,1021.7,4.8,9.51
5.3,8.0,17.0,112.9,0.0,-0.8,-4.4,3.2,4.1,1.9,-3.1,84.9,5.0,1006.7,1015.8,1.6,5.51
4.2,7.9,14.6,123.2,0.0,-4.5,-6.8,-0.8,0.0,2.1,-10.4,64.1,2.8,1020.9,1030.3,6.4,6.14
3.2,8.4,15.8,116.6,0.0,2.6,0.4,4.8,11.5,1.9,0.7,87.6,6.5,1017.6,1026.7,0.0,2.78
3.4,7.1,14.1,32.6,0.0,-2.1,-5.7,2.3,0.0,2.2,-10.7,52.6,2.7,1019.5,1028.8,9.7,14.76
4.9,7.8,14.4,66.8,0.0,10.9,4.0,17.1,0.0,2.4,1.6,53.3,7.1,1015.4,1024.2,4.2,11.55
6.0,7.3,14.4,43.1,0.0,-2.1,-4.2,0.8,4.2,1.9,-6.6,73.5,3.8,1013.5,1022.8,5.8,12.42
7.3,7.2,12.9,38.6,0.0,3.5,0.3,6.0,0.0,1.1,-7.8,44.1,3.4,1021.3,1030.4,0.2,5.99
6.9,7.4,13.9,75.1,0.0,-1.1,-3.5,1.5,2.8,2.3,-7.5,63.0,3.6,1018.2,1027.5,3.3,9.95
10.5,7.1,11.1,27.4,0.0,11.9,6.9,18.6,0.0,1.0,5.2,65.1,8.9,1009.4,1018.1,4.4,10.52
9.3,6.9,11.8,15.7,0.0,4.9,1.5,9.9,0.0,2.1,-2.3,61.1,5.2,1013.7,1022.7,8.4,18.34
10.8,7.0,10.3,47.4,0.0,10.1,4.3,18.0,0.0,1.0,2.7,62.9,7.4,1014.8,1023.6,10.9,21.4
11.3,7.8,13.3,87.6,0.0,9.8,1.0,18.8,0.0,1.8,-1.5,50.3,5.7,1013.8,1022.7,11.5,22.94
14.7,8.2,13.4,28.5,0.0,13.4,10.7,17.8,0.8,2.0,9.9,80.5,12.4,1004.8,1013.4,1.0,10.4
15.7,6.6,6.9,17.8,0.0,14.5,10.4,22.4,0.0,1.9,8.1,68.5,10.9,1009.7,1018.3,9.0,22.04
16.9,6.6,6.5,16.6,0.0,13.3,9.7,17.5,0.0,2.5,7.0,67.0,10.1,1008.7,1017.4,7.2,18.15
17.4,7.7,11.6,61.5,0.0,18.6,11.2,27.4,0.0,1.2,5.9,46.5,9.3,1008.6,1017.1,11.4,26.14
18.0,7.2,9.5,32.9,0.0,19.2,14.7,25.2,18.2,3.1,15.1,78.6,17.4,1004.1,1012.5,5.6,15.18
18.7,7.3,10.1,59.7,0.0,17.1,15.6,19.4,0.0,1.1,11.2,70.6,13.6,1002.6,1011.1,0.0,6.53
21.0,8.4,13.3,84.7,0.0,15.6,10.0,21.9,5.3,1.7,6.5,60.6,9.9,1003.9,1012.4,10.8,28.03
24.5,8.6,10.6,13.6,0.0,23.2,16.9,29.5,0.0,2.3,11.9,52.0,14.1,1004.7,1013.0,12.2,27.78
